id,tipo,valorVenda,bairro,cidade,estado,quartos,suites,vagas,banheiros,areaConstruida,endereco_completo,url,Latitude,Longitude
165132391,Apartamento,750000.0,Itacorubi,Florianópolis,SC,2,1,1,2,73.37,"Rodovia Amaro Antônio Vieira, 2372, Itacorubi, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+2-quartos+itacorubi+florianopolis+sc+73,37m2+rs750000/165132391",-27.5767218,-48.5065654
165132402,Apartamento,1750000.0,Santo Antônio de Lisboa,Florianópolis,SC,2,2,2,3,101.87,"Estrada Caminho dos Açores, 1710, Santo Antônio de Lisboa, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+2-quartos+santo-antonio-de-lisboa+florianopolis+sc+101,87m2+rs1750000/165132402",-27.5082547,-48.5185684
165132413,Cobertura,3390000.0,Campeche,Florianópolis,SC,3,1,2,3,179.16,"Avenida Campeche, 2020, Campeche, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+cobertura+3-quartos+campeche+florianopolis+sc+179,16m2+rs3390000/165132413",-27.6695782,-48.4819138
165132506,Cobertura,1900000.0,Jurerê,Florianópolis,SC,3,3,1,4,137.0,"Rua Deputado Paulo Preis, 590, Jurerê, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+cobertura+3-quartos+jurere+florianopolis+sc+137m2+rs1900000/165132506,-27.4424721,-48.4877448
165132632,Apartamento,3500000.0,Jurerê,Florianópolis,SC,3,3,2,2,127.0,"Rua dos Polvos, 44, Jurerê, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+apartamento+3-quartos+jurere+florianopolis+sc+127m2+rs3500000/165132632,-27.4423951,-48.4886431
165132644,Casa,1500000.0,Campeche,Florianópolis,SC,2,1,4,2,190.0,"Francelino José Demétrio, 25, Campeche, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+casa+2-quartos+campeche+florianopolis+sc+190m2+rs1500000/165132644,-27.6905512,-48.5081622
165132694,Apartamento,1780000.0,Centro,Florianópolis,SC,3,3,2,4,109.0,"Rua Ângelo La Porta, 53, Centro, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+apartamento+3-quartos+centro+florianopolis+sc+109m2+rs1780000/165132694,-27.588883,-48.5401209
165132706,Casa,3950000.0,Lagoa Da Conceição,Florianópolis,SC,3,3,2,4,232.7,"Rua Laurindo Januário da Silveira, 954, Lagoa Da Conceição, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+casa+3-quartos+lagoa-da-conceicao+florianopolis+sc+232,7m2+rs3950000/165132706",-27.6329199,-48.471641
165132769,Apartamento,635000.0,Estreito,Florianópolis,SC,1,1,1,1,42.71,"Avenida Marinheiro Max Schramm, 2701, Estreito, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+1-quarto+estreito+florianopolis+sc+42,71m2+rs635000/165132769",-27.5750354,-48.5976928
165132773,Casa,1990000.0,Rio Tavares,Florianópolis,SC,4,3,2,4,184.31,"Rodovia Doutor Antônio Luiz Moura Gonzaga, 3156, Rio Tavares, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+casa+4-quartos+rio-tavares+florianopolis+sc+184,31m2+rs1990000/165132773",-27.6614386,-48.5008572
165132775,Apartamento,585000.0,Capoeiras,Florianópolis,SC,3,0,1,2,88.18,"Rua Desembargador Gil Costa, 310, Capoeiras, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+3-quartos+capoeiras+florianopolis+sc+88,18m2+rs585000/165132775",-27.5951453,-48.5866641
165133060,Apartamento,1100000.0,Côrrego Grande,Florianópolis,SC,3,1,2,2,82.04,"Rua Sebastião Laurentino da Silva, 152, Côrrego Grande, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+3-quartos+corrego-grande+florianopolis+sc+82,04m2+rs1100000/165133060",-27.6014881,-48.5050529
165133115,Apartamento,6490000.0,Beira Mar,Florianópolis,SC,4,2,2,6,331.54,"Avenida Jornalista Rubens de Arruda Ramos, 1454, Beira Mar, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+4-quartos+beira-mar+florianopolis+sc+331,54m2+rs6490000/165133115",-27.5875072,-48.5567276
165133116,Apartamento,750000.0,Centro,Florianópolis,SC,2,0,1,1,61.0,"Rua Jade Magalhães, 25, Centro, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+apartamento+2-quartos+centro+florianopolis+sc+61m2+rs750000/165133116,-27.5854188,-48.5423049
165133166,Cobertura,5199000.0,Centro,Florianópolis,SC,4,4,3,5,293.97,"Avenida Trompowsky, 224, Centro, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+cobertura+4-quartos+centro+florianopolis+sc+293,97m2+rs5199000/165133166",-27.5893645,-48.5458677
165133218,Casa,1900000.0,Rio Tavares,Florianópolis,SC,4,4,0,4,340.0,"Rodovia Doutor Antônio Luiz Moura Gonzaga, 886, Rio Tavares, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+casa+4-quartos+rio-tavares+florianopolis+sc+340m2+rs1900000/165133218,-27.6569057,-48.4857159
165133272,Casa,1900000.0,Trindade,Florianópolis,SC,6,2,1,4,140.5,"Praça Santos Dumont, 14, Trindade, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+casa+6-quartos+trindade+florianopolis+sc+140,5m2+rs1900000/165133272",-27.5977253,-48.5202828
165133367,Apartamento,13500000.0,Jurerê,Florianópolis,SC,3,3,3,5,250.5,"Rua César Nascimento, 1, Jurerê, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+3-quartos+jurere+florianopolis+sc+250,5m2+rs13500000/165133367",-27.4399133,-48.4852826
165133457,Apartamento,2400000.0,Campeche,Florianópolis,SC,3,3,2,4,124.47,"Catavento, 805, Campeche, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+3-quartos+campeche+florianopolis+sc+124,47m2+rs2400000/165133457",-27.6798956,-48.4858112
165133518,Apartamento,1880000.0,Centro,Florianópolis,SC,4,2,2,5,171.07,"Rua Germano Wendhausen, 311, Centro, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+4-quartos+centro+florianopolis+sc+171,07m2+rs1880000/165133518",-27.5856974,-48.5446198
165133549,Apartamento,2400000.0,Centro,Florianópolis,SC,3,1,2,3,122.55,"Rua Hoepcke, 179, Centro, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+3-quartos+centro+florianopolis+sc+122,55m2+rs2400000/165133549",-27.5944147,-48.5596474
165133627,Sala Comercial,260000.0,Centro,Florianópolis,SC,0,0,0,1,49.91,"Rua Marechal Guilherme, 147, Centro, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+sala-comercial+--quartos+centro+florianopolis+sc+49,91m2+rs260000/165133627",-27.5950719,-48.5503951
165133654,Apartamento,915000.0,Morro Das Pedras,Florianópolis,SC,1,1,1,1,45.7,"Rua Sagrado Coração de Jesus, 1085, Morro Das Pedras, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+1-quarto+morro-das-pedras+florianopolis+sc+45,7m2+rs915000/165133654",-27.7117285,-48.5048166
165133726,Apartamento,1180000.0,Campeche,Florianópolis,SC,2,2,1,3,71.73,"Catavento, 275, Campeche, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+2-quartos+campeche+florianopolis+sc+71,73m2+rs1180000/165133726",-27.6798956,-48.4858112
165133741,Apartamento,970000.0,Itacorubi,Florianópolis,SC,2,1,2,2,65.37,"Rua Rodrigo Rampinelli Jeremias, 172, Itacorubi, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+2-quartos+itacorubi+florianopolis+sc+65,37m2+rs970000/165133741",-27.58509,-48.4961642
165133753,Apartamento,640000.0,Estreito,Florianópolis,SC,3,0,1,2,95.81,"Rua General Valgas Neves, 155, Estreito, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+3-quartos+estreito+florianopolis+sc+95,81m2+rs640000/165133753",-27.5907565,-48.5744734
165133804,Sala Comercial,220000.0,Centro,Florianópolis,SC,0,0,0,1,39.7,"Rua Tenente Silveira, 199, Centro, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+sala-comercial+--quartos+centro+florianopolis+sc+39,7m2+rs220000/165133804",-27.5959764,-48.5511418
165133874,Cobertura,2025000.0,Campeche,Florianópolis,SC,3,1,2,2,96.35,"Catavento, 805, Campeche, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+cobertura+3-quartos+campeche+florianopolis+sc+96,35m2+rs2025000/165133874",-27.6798956,-48.4858112
165133878,Casa,1630000.0,Côrrego Grande,Florianópolis,SC,3,3,2,4,164.0,"Rua Acadêmico Reinaldo Consoni, 200, Côrrego Grande, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+casa+3-quartos+corrego-grande+florianopolis+sc+164m2+rs1630000/165133878,-27.597929,-48.5079305
165133890,Casa,1650000.0,Côrrego Grande,Florianópolis,SC,3,3,2,4,162.0,"Rua Rua Acadêmico Reinaldo Consoni, 200, Côrrego Grande, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+casa+3-quartos+corrego-grande+florianopolis+sc+162m2+rs1650000/165133890,Erro,Erro
165133934,Apartamento,949000.0,Lagoa Da Conceição,Florianópolis,SC,2,1,2,2,74.81,"Rua Laurindo Januário da Silveira, 3203, Lagoa Da Conceição, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+2-quartos+lagoa-da-conceicao+florianopolis+sc+74,81m2+rs949000/165133934",-27.6209263,-48.4803736
165134052,Apartamento,620000.0,Estreito,Florianópolis,SC,3,0,1,2,95.81,"Rua General Valgas Neves, 155, Estreito, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+3-quartos+estreito+florianopolis+sc+95,81m2+rs620000/165134052",-27.5907565,-48.5744734
165134147,Galpão,21800000.0,Carianos,Florianópolis,SC,0,0,0,0,4475.0,"Avenida Deputado Diomício Freitas, 3378, Carianos, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+galpao+--quartos+carianos+florianopolis+sc+4475m2+rs21800000/165134147,-27.6634115,-48.544678
165134222,Apartamento,2890000.0,Centro,Florianópolis,SC,2,2,1,0,92.97,"Rua Prefeito Coronel Antenor Mesquita, 1, Centro, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+2-quartos+centro+florianopolis+sc+92,97m2+rs2890000/165134222",-27.5904629,-48.5542109
165134228,Apartamento,990000.0,Côrrego Grande,Florianópolis,SC,3,1,2,3,113.19,"Rua João Pio Duarte Silva, 524, Côrrego Grande, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+3-quartos+corrego-grande+florianopolis+sc+113,19m2+rs990000/165134228",-27.6004558,-48.499323
165134234,Casa,4500000.0,Ratones,Florianópolis,SC,5,4,4,5,411.0,"Rua Intendente Antônio Damasco, 1465, Ratones, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+casa+5-quartos+ratones+florianopolis+sc+411m2+rs4500000/165134234,Erro,Erro
165134268,Apartamento,1500000.0,Campeche,Florianópolis,SC,2,2,1,3,77.36,"Avenida Campeche, 2639, Campeche, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+2-quartos+campeche+florianopolis+sc+77,36m2+rs1500000/165134268",-27.6695782,-48.4819138
165134318,Apartamento,1290000.0,Agronômica,Florianópolis,SC,2,1,2,3,79.61,"Travessa Felipe Godinho e Silva, 1, Agronômica, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+2-quartos+agronomica+florianopolis+sc+79,61m2+rs1290000/165134318",Erro,Erro
165134407,Casa,1400000.0,Campeche,Florianópolis,SC,4,1,2,3,131.55,"Rua Joaquim José Antunes, 9, Campeche, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+casa+4-quartos+campeche+florianopolis+sc+131,55m2+rs1400000/165134407",-27.6750824,-48.5076
165134421,Casa,1400000.0,Campeche,Florianópolis,SC,4,1,2,3,133.05,"Rua Joaquim José Antunes, 9, Campeche, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+casa+4-quartos+campeche+florianopolis+sc+133,05m2+rs1400000/165134421",-27.6750824,-48.5076
165134434,Casa,1350000.0,Trindade,Florianópolis,SC,4,1,1,3,302.27,"José Ventura, 119, Trindade, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+casa+4-quartos+trindade+florianopolis+sc+302,27m2+rs1350000/165134434",Erro,Erro
165134446,Casa,700000.0,Jardim Atlântico,Florianópolis,SC,4,2,2,2,126.0,"Rua José Luiz Vieira, 26, Jardim Atlântico, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+casa+4-quartos+jardim-atlantico+florianopolis+sc+126m2+rs700000/165134446,-27.5844382,-48.5975131
165134447,Apartamento,705000.0,Cachoeira Do Bom Jesus,Florianópolis,SC,2,1,2,2,78.99,"Avenida Luiz Boiteux Piazza, 3810, Cachoeira Do Bom Jesus, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+2-quartos+cachoeira-do-bom-jesus+florianopolis+sc+78,99m2+rs705000/165134447",-27.3971656,-48.4277239
165134449,Terreno,1350000.0,São João do Rio Vermelho,Florianópolis,SC,0,0,0,0,1746.0,"Rua Dário da Rosa, 72, São João do Rio Vermelho, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+terreno+--quartos+sao-joao-do-rio-vermelho+florianopolis+sc+1746m2+rs1350000/165134449,-27.4967182,-48.408776
165134450,Casa Comercial,1400000.0,Centro,Florianópolis,SC,0,0,3,3,164.0,"Rua Júlio Moura, 186, Centro, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+casa-comercial+--quartos+centro+florianopolis+sc+164m2+rs1400000/165134450,-27.5966467,-48.5443299
11038,Loja,2200000.0,Itacorubi,Florianópolis,SC,0,0,2,2,290.0,"Rua PASTOR WILLIAM RICHARD SCHISLER FILHO, 452, Itacorubi, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+loja+--quartos+itacorubi+florianopolis+sc+290m2+rs2200000/11038,-27.5763668,-48.5110631
14096,Terreno,1128000.0,Itacorubi,Florianópolis,SC,0,0,0,0,533.59,"Rodovia Amaro Antônio Vieira, 1, Itacorubi, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+terreno+--quartos+itacorubi+florianopolis+sc+533,59m2+rs1128000/14096",-27.5827334,-48.5013349
165124052,Terreno,532000.0,Agronômica,Florianópolis,SC,0,0,0,0,432.07,"Rua João Carvalho, 405, Agronômica, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+terreno+--quartos+agronomica+florianopolis+sc+432,07m2+rs532000/165124052",-27.5818595,-48.538757
165124873,Terreno,4200000.0,Jurerê Internacional,Florianópolis,SC,0,0,0,0,600.0,"Rua das Trutas, 1, Jurerê Internacional, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+terreno+--quartos+jurere-internacional+florianopolis+sc+600m2+rs4200000/165124873,-27.4377282,-48.5076571
165124980,Apartamento,958000.0,Centro,Florianópolis,SC,3,1,2,0,95.66,"Rua Santo Inácio de Loyola, 64, Centro, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+3-quartos+centro+florianopolis+sc+95,66m2+rs958000/165124980",-27.590046,-48.5487437
165125754,Casa,6500000.0,Morro Das Pedras,Florianópolis,SC,4,4,2,4,360.0,"Rua Manoel Pedro Vieira, 960, Morro Das Pedras, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+casa+4-quartos+morro-das-pedras+florianopolis+sc+360m2+rs6500000/165125754,-27.7104732,-48.5027196
165125999,Terreno,1118000.0,Itacorubi,Florianópolis,SC,0,0,0,0,614.26,"Deoscoro Peres, 1, Itacorubi, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+terreno+--quartos+itacorubi+florianopolis+sc+614,26m2+rs1118000/165125999",-27.5853136,-48.4964518
165126000,Terreno,1119000.0,Itacorubi,Florianópolis,SC,0,0,0,0,567.4,"Deoscoro Peres, 1, Itacorubi, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+terreno+--quartos+itacorubi+florianopolis+sc+567,4m2+rs1119000/165126000",-27.5853136,-48.4964518
165126001,Terreno,1057000.0,Itacorubi,Florianópolis,SC,0,0,0,0,567.4,"Deoscoro Peres, 1, Itacorubi, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+terreno+--quartos+itacorubi+florianopolis+sc+567,4m2+rs1057000/165126001",-27.5853136,-48.4964518
165126087,Terreno,1166000.0,Itacorubi,Florianópolis,SC,0,0,0,0,480.0,"Deoscoro Peres, 2, Itacorubi, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+terreno+--quartos+itacorubi+florianopolis+sc+480m2+rs1166000/165126087,-27.5853136,-48.4964518
165126096,Terreno,1117000.0,Itacorubi,Florianópolis,SC,0,0,0,0,510.56,"Deoscoro Peres, 1, Itacorubi, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+terreno+--quartos+itacorubi+florianopolis+sc+510,56m2+rs1117000/165126096",-27.5853136,-48.4964518
165126352,Apartamento,850000.0,Centro,Florianópolis,SC,2,1,1,2,110.5,"Rua Irmão Joaquim, 25, Centro, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+2-quartos+centro+florianopolis+sc+110,5m2+rs850000/165126352",-27.5891552,-48.5418747
165126889,Sala Comercial,350000.0,Itacorubi,Florianópolis,SC,0,0,2,1,64.44,"Rua Pastor William Richard Schisler Filho, 452, Itacorubi, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+sala-comercial+--quartos+itacorubi+florianopolis+sc+64,44m2+rs350000/165126889",-27.5763668,-48.5110631
165126933,Casa,1116000.0,Açores,Florianópolis,SC,3,1,2,3,131.84,"Rua Das Ágatas, 289, Açores, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+casa+3-quartos+acores+florianopolis+sc+131,84m2+rs1116000/165126933",-27.7809054,-48.526099
165126934,Casa,1023000.0,Açores,Florianópolis,SC,3,1,2,3,122.49,"Rua Das Ágatas, 277, Açores, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+casa+3-quartos+acores+florianopolis+sc+122,49m2+rs1023000/165126934",-27.7809054,-48.526099
165127488,Apartamento,1990000.0,Agronômica,Florianópolis,SC,2,2,2,3,87.14,"Travessa Felipe Godinho e Silva, 30, Agronômica, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+2-quartos+agronomica+florianopolis+sc+87,14m2+rs1990000/165127488",Erro,Erro
165127517,Casa,998000.0,Cachoeira Do Bom Jesus,Florianópolis,SC,3,1,2,3,126.0,"Rua da Quaresmeira Roxa, 1, Cachoeira Do Bom Jesus, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+casa+3-quartos+cachoeira-do-bom-jesus+florianopolis+sc+126m2+rs998000/165127517,-27.4225034,-48.4252768
165127530,Apartamento,2600000.0,Centro,Florianópolis,SC,3,3,2,4,192.32,"Rua Bocaiúva, 1510, Centro, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+3-quartos+centro+florianopolis+sc+192,32m2+rs2600000/165127530",-27.5843419,-48.5452659
165127568,Casa,1499000.0,Cachoeira Do Bom Jesus,Florianópolis,SC,3,3,2,4,158.0,"Rua da Escova de Garrafa, 2, Cachoeira Do Bom Jesus, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+casa+3-quartos+cachoeira-do-bom-jesus+florianopolis+sc+158m2+rs1499000/165127568,-27.4219368,-48.4268141
165127827,Apartamento,4600000.0,Jurerê Internacional,Florianópolis,SC,3,2,2,0,190.65,"Avenida dos Búzios, 1136, Jurerê Internacional, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+3-quartos+jurere-internacional+florianopolis+sc+190,65m2+rs4600000/165127827",-27.4402983,-48.4979753
165128121,Cobertura,2300000.0,Itacorubi,Florianópolis,SC,3,3,4,4,227.1,"Antônio Cipriano Pereira, 105, Itacorubi, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+cobertura+3-quartos+itacorubi+florianopolis+sc+227,1m2+rs2300000/165128121",Erro,Erro
165128367,Apartamento,315000.0,Cachoeira Do Bom Jesus,Florianópolis,SC,1,1,1,1,15.0,"Rua da Quaresmeira Roxa, 465, Cachoeira Do Bom Jesus, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+apartamento+1-quarto+cachoeira-do-bom-jesus+florianopolis+sc+15m2+rs315000/165128367,-27.4225034,-48.4252768
165128464,Terreno,650000.0,Ribeirão da Ilha,Florianópolis,SC,0,0,0,0,463.13,"Rua da Fazenda, 11, Ribeirão da Ilha, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+terreno+--quartos+ribeirao-da-ilha+florianopolis+sc+463,13m2+rs650000/165128464",Erro,Erro
165128467,Cobertura,1800000.0,Centro,Florianópolis,SC,5,2,1,4,274.63,"Rua Anita Garibaldi, 195, Centro, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+cobertura+5-quartos+centro+florianopolis+sc+274,63m2+rs1800000/165128467",-27.59659895,-48.54693146738495
165128498,Casa,1209000.0,Açores,Florianópolis,SC,3,1,2,3,130.0,"Rua Das Ágatas, 295, Açores, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+casa+3-quartos+acores+florianopolis+sc+130m2+rs1209000/165128498,-27.7809054,-48.526099
165128762,Apartamento,1280000.0,Estreito,Florianópolis,SC,3,1,2,2,96.8,"Rua Olavo Bilac, 116, Estreito, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+3-quartos+estreito+florianopolis+sc+96,8m2+rs1280000/165128762",Erro,Erro
165128962,Apartamento,1860000.0,Bom Abrigo,Florianópolis,SC,3,2,2,3,134.0,"Rua Fernando Ferreira de Mello, 478, Bom Abrigo, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+apartamento+3-quartos+bom-abrigo+florianopolis+sc+134m2+rs1860000/165128962,-27.6104497,-48.5947518
165129065,Apartamento,850000.0,Pantanal,Florianópolis,SC,2,1,1,2,69.28,"Rua Pedro Vieira Vidal, 280, Pantanal, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+2-quartos+pantanal+florianopolis+sc+69,28m2+rs850000/165129065",-27.6096083,-48.525494
165129127,Cobertura,1750000.0,Canasvieiras,Florianópolis,SC,3,1,2,0,166.26,"Rua Waldemiro José Carlson, 79, Canasvieiras, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+cobertura+3-quartos+canasvieiras+florianopolis+sc+166,26m2+rs1750000/165129127",Erro,Erro
165129284,Casa,9000000.0,Rio Tavares,Florianópolis,SC,4,3,4,5,550.0,"Cecília Jacinta de Jesus, 441, Rio Tavares, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+casa+4-quartos+rio-tavares+florianopolis+sc+550m2+rs9000000/165129284,Erro,Erro
165129616,Apartamento,833000.0,Saco Grande,Florianópolis,SC,2,1,1,2,64.1,"Natalina Machado, 358, Saco Grande, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+2-quartos+saco-grande+florianopolis+sc+64,1m2+rs833000/165129616",Erro,Erro
165129618,Apartamento,924000.0,Saco Grande,Florianópolis,SC,2,1,0,2,61.6,"Natalina Machado, 358, Saco Grande, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+2-quartos+saco-grande+florianopolis+sc+61,6m2+rs924000/165129618",Erro,Erro
165129619,Apartamento,868000.0,Saco Grande,Florianópolis,SC,2,1,0,2,66.8,"Natalina Machado, 358, Saco Grande, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+2-quartos+saco-grande+florianopolis+sc+66,8m2+rs868000/165129619",Erro,Erro
165129655,Apartamento,1080000.0,Saco Grande,Florianópolis,SC,2,1,2,2,78.8,"Rodovia Virgílio Várzea, 1550, Saco Grande, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+2-quartos+saco-grande+florianopolis+sc+78,8m2+rs1080000/165129655",-27.5439453,-48.4999498
165129845,Casa,1890000.0,Rio Tavares,Florianópolis,SC,4,3,2,4,175.43,"Rodovia Doutor Antônio Luiz Moura Gonzaga, 2, Rio Tavares, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+casa+4-quartos+rio-tavares+florianopolis+sc+175,43m2+rs1890000/165129845",-27.6569057,-48.4857159
165129846,Casa,2090000.0,Rio Tavares,Florianópolis,SC,3,3,2,4,181.17,"Rodovia Doutor Antônio Luiz Moura Gonzaga, 1, Rio Tavares, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+casa+3-quartos+rio-tavares+florianopolis+sc+181,17m2+rs2090000/165129846",-27.6569057,-48.4857159
165130123,Casa,1450000.0,Campeche,Florianópolis,SC,3,3,0,3,140.0,"Rua Jardim 600n, 42, Campeche, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+casa+3-quartos+campeche+florianopolis+sc+140m2+rs1450000/165130123,Erro,Erro
165130319,Estúdio,259000.0,Cachoeira Do Bom Jesus,Florianópolis,SC,1,1,0,1,16.0,"Rua da Quaresmeira Roxa, 465, Cachoeira Do Bom Jesus, Florianópolis, SC",https://www.gralhaimoveis.com.br/imovel/venda+estudio+1-quarto+cachoeira-do-bom-jesus+florianopolis+sc+16m2+rs259000/165130319,-27.4225034,-48.4252768
165130340,Apartamento,1400000.0,Açores,Florianópolis,SC,2,0,1,1,94.59,"Rua Evangelina Tavares Moellmann, 140, Açores, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+2-quartos+acores+florianopolis+sc+94,59m2+rs1400000/165130340",-27.7807916,-48.5234507
165130344,Terreno,750000.0,Ribeirão da Ilha,Florianópolis,SC,0,0,0,0,453.53,"Rodovia Baldicero Filomeno, 3190, Ribeirão da Ilha, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+terreno+--quartos+ribeirao-da-ilha+florianopolis+sc+453,53m2+rs750000/165130344",-27.7066838,-48.5089537
165130359,Terreno,3200000.0,Barra Da Lagoa,Florianópolis,SC,0,0,0,0,1385.06,"Rua Altamiro Barcelos Dutra, 1159, Barra Da Lagoa, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+terreno+--quartos+barra-da-lagoa+florianopolis+sc+1385,06m2+rs3200000/165130359",-27.5790255,-48.4332078
165130416,Cobertura,1690000.0,Coqueiros,Florianópolis,SC,3,1,2,2,280.32,"Rua Vereador José do Vale Pereira, 37, Coqueiros, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+cobertura+3-quartos+coqueiros+florianopolis+sc+280,32m2+rs1690000/165130416",-27.609258,-48.5783263
165130449,Apartamento,1050000.0,Centro,Florianópolis,SC,3,1,1,2,94.86,"Rua Visconde de Ouro Preto, 335, Centro, Florianópolis, SC","https://www.gralhaimoveis.com.br/imovel/venda+apartamento+3-quartos+centro+florianopolis+sc+94,86m2+rs1050000/165130449",-27.59418655,-48.5477643187333
